time_point_idx,time_offset_ms,window_duration_us,assignment_distance,smoothing_window,num_clusters,num_clusters_with_rpm,cluster_id,rpm,num_peaks,num_width_samples,mean_period_ms,std_period_ms
1,-2.223,500,25,40,4,3,4,5000.0,2,105,6.0,0.0
1,-2.223,500,25,60,4,4,0,4000.0000000000005,3,105,7.5,1.5
1,-2.223,500,25,60,4,4,1,5454.545454545455,3,105,5.5,0.0
1,-2.223,500,25,60,4,4,2,5454.545454545455,3,105,5.5,0.0
1,-2.223,500,25,60,4,4,4,4000.0000000000005,3,105,7.5,1.5
1,-2.223,500,25,80,4,1,1,5000.0,2,105,6.0,0.0
1,-2.223,750,10,40,4,4,0,5714.285714285714,4,70,5.25,0.0
1,-2.223,750,10,40,4,4,1,5454.545454545455,4,70,5.5,0.3535533905932738
1,-2.223,750,10,40,4,4,2,5000.0,3,70,6.0,1.5
1,-2.223,750,10,40,4,4,4,4444.444444444444,3,70,6.75,1.5
1,-2.223,750,15,40,4,4,0,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,15,40,4,4,1,5714.285714285714,4,70,5.25,0.6123724356957945
1,-2.223,750,15,40,4,4,2,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,15,40,4,4,4,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,20,40,4,4,0,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,20,40,4,4,1,5333.333333333333,3,70,5.625,0.375
1,-2.223,750,20,40,4,4,2,5714.285714285714,3,70,5.25,0.0
1,-2.223,750,20,40,4,4,4,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,25,40,4,4,0,4000.0000000000005,3,70,7.5,1.5
1,-2.223,750,25,40,4,4,1,5714.285714285714,3,70,5.25,0.0
1,-2.223,750,25,40,4,4,2,5333.333333333333,3,70,5.625,0.375
1,-2.223,750,25,40,4,4,4,4000.0000000000005,3,70,7.5,1.5
1,-2.223,1000,10,40,4,3,0,5000.0,2,53,6.0,0.0
1,-2.223,1000,10,40,4,3,1,6000.0,2,53,5.0,0.0
1,-2.223,1000,10,40,4,3,2,5000.0,2,53,6.0,0.0
1,-2.223,1000,15,40,4,3,0,6000.0,2,53,5.0,0.0
1,-2.223,1000,15,40,4,3,1,6000.0,2,53,5.0,0.0
1,-2.223,1000,15,40,4,3,2,5000.0,2,53,6.0,0.0
1,-2.223,1000,20,40,4,2,1,6000.0,2,53,5.0,0.0
1,-2.223,1000,20,40,4,2,2,6000.0,2,53,5.0,0.0
1,-2.223,1000,25,40,4,2,1,6000.0,2,53,5.0,0.0
1,-2.223,1000,25,40,4,2,2,5000.0,2,53,6.0,0.0
2,-4.445,500,10,40,3,3,0,5660.377358490567,6,109,5.3,0.24494897427831783
2,-4.445,500,10,40,3,3,1,5625.0,7,109,5.333333333333333,0.23570226039551584
2,-4.445,500,10,40,3,3,2,4918.032786885246,6,109,6.1,0.19999999999999998
2,-4.445,500,10,60,3,3,0,5806.451612903226,4,109,5.166666666666667,0.23570226039551584
2,-4.445,500,10,60,3,3,1,5581.39534883721,5,109,5.375,0.21650635094610965
2,-4.445,500,10,60,3,3,2,4285.714285714286,3,109,7.0,1.0
2,-4.445,500,10,80,3,3,0,6000.0,2,109,5.0,0.0
2,-4.445,500,10,80,3,3,1,5454.545454545455,3,109,5.5,0.0
2,-4.445,500,10,80,3,3,2,5000.0,2,109,6.0,0.0
2,-4.445,500,15,40,3,3,0,3750.0,3,109,8.0,2.0
2,-4.445,500,15,40,3,3,1,5538.461538461538,7,109,5.416666666666667,0.34359213546813844
2,-4.445,500,15,40,3,3,2,4800.0,3,109,6.25,0.25
2,-4.445,500,15,60,3,3,0,3870.967741935484,3,109,7.75,1.25
2,-4.445,500,15,60,3,3,1,5581.39534883721,5,109,5.375,0.81967981553775
2,-4.445,500,15,60,3,3,2,2068.965517241379,2,109,14.5,0.0
2,-4.445,500,15,80,3,2,1,6000.0,3,109,5.0,0.5
2,-4.445,500,15,80,3,2,2,5000.0,2,109,6.0,0.0
2,-4.445,500,20,40,3,2,1,5660.377358490567,6,109,5.3,0.4
2,-4.445,500,20,40,3,2,2,3461.5384615384614,4,109,8.666666666666666,4.4783429475148
2,-4.445,500,20,60,3,3,0,3870.967741935484,3,109,7.75,1.25
2,-4.445,500,20,60,3,3,1,5294.117647058823,4,109,5.666666666666667,0.23570226039551584
2,-4.445,500,20,60,3,3,2,5454.545454545455,4,109,5.5,0.0
2,-4.445,500,20,80,3,2,1,5000.0,2,109,6.0,0.0
2,-4.445,500,20,80,3,2,2,5454.545454545455,2,109,5.5,0.0
2,-4.445,500,25,40,3,2,1,5660.377358490567,6,109,5.3,0.4
2,-4.445,500,25,40,3,2,2,3396.2264150943397,4,109,8.833333333333334,4.73168985552613
2,-4.445,500,25,60,3,3,0,3870.967741935484,3,109,7.75,1.25
2,-4.445,500,25,60,3,3,1,5294.117647058823,4,109,5.666666666666667,0.23570226039551584
2,-4.445,500,25,60,3,3,2,5217.391304347826,3,109,5.75,0.25
2,-4.445,500,25,80,3,2,1,5000.0,2,109,6.0,0.0
2,-4.445,500,25,80,3,2,2,6000.0,2,109,5.0,0.0
2,-4.445,750,10,40,3,3,0,5714.285714285714,4,73,5.25,0.0
2,-4.445,750,10,40,3,3,1,5517.241379310345,5,73,5.4375,0.3247595264191645
2,-4.445,750,10,40,3,3,2,5000.0,3,73,6.0,1.5
2,-4.445,750,10,60,3,1,1,5714.285714285714,2,73,5.25,0.0
2,-4.445,750,15,40,3,3,0,3809.5238095238096,3,73,7.875,1.875
2,-4.445,750,15,40,3,3,1,5714.285714285714,5,73,5.25,0.5303300858899106
2,-4.445,750,15,40,3,3,2,2000.0000000000002,2,73,15.0,0.0
2,-4.445,750,15,60,3,2,1,5714.285714285714,2,73,5.25,0.0
2,-4.445,750,15,60,3,2,2,5714.285714285714,2,73,5.25,0.0
2,-4.445,750,20,40,3,3,0,4000.0000000000005,3,73,7.5,1.5
2,-4.445,750,20,40,3,3,1,5454.545454545455,4,73,5.5,0.3535533905932738
2,-4.445,750,20,40,3,3,2,5454.545454545455,4,73,5.5,0.3535533905932738
2,-4.445,750,20,60,3,2,1,5000.0,2,73,6.0,0.0
2,-4.445,750,20,60,3,2,2,5000.0,2,73,6.0,0.0
2,-4.445,750,25,40,3,3,0,4000.0000000000005,3,73,7.5,1.5
2,-4.445,750,25,40,3,3,1,5454.545454545455,4,73,5.5,0.3535533905932738
2,-4.445,750,25,40,3,3,2,5333.333333333333,3,73,5.625,0.375
2,-4.445,750,25,60,3,2,1,5000.0,2,73,6.0,0.0
2,-4.445,750,25,60,3,2,2,5000.0,2,73,6.0,0.0
2,-4.445,1000,10,40,3,3,0,6000.0,2,55,5.0,0.0
2,-4.445,1000,10,40,3,3,1,6000.0,3,55,5.0,0.0
2,-4.445,1000,10,40,3,3,2,5000.0,2,55,6.0,0.0
2,-4.445,1000,15,40,3,2,1,3333.3333333333335,2,55,9.0,0.0
2,-4.445,1000,15,40,3,2,2,6000.0,2,55,5.0,0.0
2,-4.445,1000,20,40,3,2,1,5000.0,3,55,6.0,0.0
2,-4.445,1000,20,40,3,2,2,5454.545454545455,3,55,5.5,0.5
2,-4.445,1000,25,40,3,2,1,5000.0,3,55,6.0,0.0
2,-4.445,1000,25,40,3,2,2,6000.0,2,55,5.0,0.0
3,-6.667,500,10,40,3,3,0,4838.709677419354,6,114,6.2,2.1587033144922905
3,-6.667,500,10,40,3,3,1,5538.461538461538,7,114,5.416666666666667,0.18633899812498245
3,-6.667,500,10,40,3,3,2,4838.709677419354,6,114,6.2,0.24494897427831783
3,-6.667,500,10,60,3,3,0,5853.658536585366,5,114,5.125,0.21650635094610965
3,-6.667,500,10,60,3,3,1,5581.39534883721,5,114,5.375,0.21650635094610965
3,-6.667,500,10,60,3,3,2,4736.8421052631575,4,114,6.333333333333333,0.23570226039551584
3,-6.667,500,10,80,3,3,0,5714.285714285714,3,114,5.25,0.25
3,-6.667,500,10,80,3,3,1,5714.285714285714,3,114,5.25,0.25
3,-6.667,500,10,80,3,3,2,5000.0,2,114,6.0,0.0
3,-6.667,500,15,40,3,3,0,2903.225806451613,4,114,10.333333333333334,3.519785346990479
3,-6.667,500,15,40,3,3,1,5538.461538461538,7,114,5.416666666666667,0.18633899812498245
3,-6.667,500,15,40,3,3,2,4615.384615384615,3,114,6.5,0.0
3,-6.667,500,15,60,3,3,0,4390.243902439024,4,114,6.833333333333333,1.8856180831641267
3,-6.667,500,15,60,3,3,1,5853.658536585366,5,114,5.125,0.414578098794425
3,-6.667,500,15,60,3,3,2,4615.384615384615,2,114,6.5,0.0
3,-6.667,500,15,80,3,3,0,6315.789473684211,3,114,4.75,0.25
3,-6.667,500,15,80,3,3,1,5714.285714285714,3,114,5.25,0.25
3,-6.667,500,15,80,3,3,2,5454.545454545455,2,114,5.5,0.0
3,-6.667,500,20,40,3,2,1,5660.377358490567,6,114,5.3,0.5099019513592785
3,-6.667,500,20,40,3,2,2,3461.5384615384614,4,114,8.666666666666666,4.4783429475148
3,-6.667,500,20,60,3,3,0,2926.829268292683,3,114,10.25,4.75
3,-6.667,500,20,60,3,3,1,5454.545454545455,5,114,5.5,0.3535533905932738
3,-6.667,500,20,60,3,3,2,5294.117647058823,4,114,5.666666666666667,0.23570226039551584
3,-6.667,500,20,80,3,2,1,5454.545454545455,3,114,5.5,0.0
3,-6.667,500,20,80,3,2,2,5000.0,3,114,6.0,0.5
3,-6.667,500,25,40,3,2,1,5660.377358490567,6,114,5.3,0.5099019513592785
3,-6.667,500,25,40,3,2,2,3396.2264150943397,4,114,8.833333333333334,5.071708018234313
3,-6.667,500,25,60,3,3,0,2000.0000000000002,2,114,15.0,0.0
3,-6.667,500,25,60,3,3,1,5294.117647058823,4,114,5.666666666666667,0.23570226039551584
3,-6.667,500,25,60,3,3,2,5294.117647058823,4,114,5.666666666666667,0.23570226039551584
3,-6.667,500,25,80,3,2,1,5217.391304347826,3,114,5.75,0.25
3,-6.667,500,25,80,3,2,2,6000.0,2,114,5.0,0.0
3,-6.667,750,10,40,3,3,0,5714.285714285714,5,76,5.25,0.0
3,-6.667,750,10,40,3,3,1,5517.241379310345,5,76,5.4375,0.3247595264191645
3,-6.667,750,10,40,3,3,2,4615.384615384615,4,76,6.5,1.4142135623730951
3,-6.667,750,10,60,3,2,0,6666.666666666667,2,76,4.5,0.0
3,-6.667,750,10,60,3,2,1,5714.285714285714,2,76,5.25,0.0
3,-6.667,750,15,40,3,3,0,4285.714285714286,4,76,7.0,1.9685019685029528
3,-6.667,750,15,40,3,3,1,5714.285714285714,5,76,5.25,0.5303300858899106
3,-6.667,750,15,40,3,3,2,4000.0000000000005,3,76,7.5,1.5
3,-6.667,750,15,60,3,2,0,5714.285714285714,2,76,5.25,0.0
3,-6.667,750,15,60,3,2,1,5714.285714285714,2,76,5.25,0.0
3,-6.667,750,20,40,3,3,0,4285.714285714286,4,76,7.0,1.4142135623730951
3,-6.667,750,20,40,3,3,1,5517.241379310345,5,76,5.4375,0.3247595264191645
3,-6.667,750,20,40,3,3,2,5454.545454545455,4,76,5.5,0.3535533905932738
3,-6.667,750,20,60,3,3,0,5714.285714285714,2,76,5.25,0.0
3,-6.667,750,20,60,3,3,1,5000.0,2,76,6.0,0.0
3,-6.667,750,20,60,3,3,2,5714.285714285714,2,76,5.25,0.0
3,-6.667,750,25,40,3,3,0,4000.0000000000005,3,76,7.5,1.5
3,-6.667,750,25,40,3,3,1,5454.545454545455,4,76,5.5,0.3535533905932738
3,-6.667,750,25,40,3,3,2,5714.285714285714,3,76,5.25,0.0
3,-6.667,750,25,60,3,2,1,5000.0,2,76,6.0,0.0
3,-6.667,750,25,60,3,2,2,5714.285714285714,2,76,5.25,0.0
3,-6.667,1000,10,40,3,3,0,6000.0,3,57,5.0,0.0
3,-6.667,1000,10,40,3,3,1,5454.545454545455,3,57,5.5,0.5
3,-6.667,1000,10,40,3,3,2,5000.0,2,57,6.0,0.0
3,-6.667,1000,15,40,3,3,0,6000.0,2,57,5.0,0.0
3,-6.667,1000,15,40,3,3,1,3000.0,2,57,10.0,0.0
3,-6.667,1000,15,40,3,3,2,6000.0,2,57,5.0,0.0
3,-6.667,1000,20,40,3,3,0,6000.0,2,57,5.0,0.0
3,-6.667,1000,20,40,3,3,1,5000.0,3,57,6.0,0.0
3,-6.667,1000,20,40,3,3,2,5000.0,2,57,6.0,0.0
3,-6.667,1000,25,40,3,2,1,5000.0,3,57,6.0,0.0
3,-6.667,1000,25,40,3,2,2,5000.0,2,57,6.0,0.0
